,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
272330,272331,B0044ROIFS,A3F5PBA82HGPHJ,"Kristen A. Minneman ""Kris10""",0,0,5,1308268800,tasty vanilla latte at a tastier price,great flavour without being overbearing.  easy to use like everything else in the dolce gusto line.<br /><br />can't really go too wrong with any flavour in the lineup.
16009,16010,B002DFYOGG,A22N1Z3K7JY7JN,Robin Norton,0,0,2,1297468800,Has a bitter taste.,"I purchased this product and tried it for a few days to see if I could get use to the taste.  I've used a lot of Splenda and like it.  I've started low carbing and wanted to cut the carbs out that are included in Splenda.  I've used this in ice tea and it tastes bitter .  I've tried it for 3 days now, and I still get the bitter taste after drinking it.  I did a little research online and have heard the same complaints from some other users.  The problem is believed to be all the preservatives that are added.  I thought I was getting pure sucralose and didnt realize there are added preservatives to this product.  I have since found that there is one website that sells pure liquid sucralose with no added preservatives.  Some people buy powdered sucralose and make their own liquid using only purified water.  I hope this helps."
108654,108655,B005HUW2DG,A2AZQK6053R666,"C. Kammer ""do Brasil""",1,1,5,1332115200,Chunky cat food,"Just telling that my cats like this food doesn't help much, because cats are different and just because mine like it, doesn't mean yours are going to like it too. This review is for those of you, like me, that have cats that will not eat pate style, so you know this is really chunky, and the smell is quite pleasant. They should put the ingredients on the description, but you can find it on Nature's Variety web site."
12860,12861,B001EQ5LT4,A913X3CZ55YAA,"Jack Of Alltrades ""Just another soul""",2,2,3,1273881600,"Good, but not as good as I expected","These are way better than rancid grocery story peanuts, but they weren't as good or as fresh as I'd hoped. I imagine that they'd been stored too long at amazon before being shipped.<br /><br />Too bad, because if they're not going to be absolutely fresh, why would I buy these again?"
311946,311947,B000EVG8HE,A2ALN4CC24WQB,"Kristy Harvey ""KHandNG""",1,1,5,1223078400,Mmmmmmm good!,These are so easy to make & they taste even better than some brands of regular pancakes! Well worth the money!
532222,532223,B005WJV2LK,AYOQ047P4412G,Ash,0,0,4,1330905600,Quality Product,"I love this sauce, I add it to my normal espresso drinks for a sweet divine taste. The product got to me in just a few days and It was everything I expected. Very nice company, hand signed note attached with the product was a nice family owned touch."
357117,357118,B00027UVL4,A256IYK2TLOV60,"Jae ""Prince""",4,4,5,1163116800,Excellent coffee,"I really loved the taste of this coffee<br /><br />I personally like the taste of Lavazza coffee<br /><br />better than that of Illy coffee.<br /><br />Both of them are excellent, but Lavazza has its<br /><br />own unique taste to it.<br /><br />It is reasonably priced also.<br /><br />It's just great."
109062,109063,B000FI61OQ,AIEN9L6HSVPCE,sandibeaches5,0,1,5,1217116800,Waiting for the tomatos,"Can't wait to get my first cherry tomatos, so far they are growing like the book states."
18226,18227,B008ZRKZSM,A2XNRJ8PXC9J13,"A. Ward ""cygnet217""",1,1,5,1348531200,WAY healthier than regular peanut butter & tastes great!,"This stuff is amazing.  Simply comparing the nutrition facts with any regular peanut butter immediately shows you the extreme difference in fat.  I know, I know, fat from nuts is supposedly ""good fat,"" but you still don't want too much of any type of fat in your diet.  PB2 essentially gets rid of the fat you don't need.  As I understand it, the peanuts are crushed down and the oil is soaked out of them.  Then, the remaining powdered peanuts are packaged up with a ""seasoning"" of salt and sugar (the ONLY other 2 ingredients in it) and you have PB2!<br /><br />To reconstitute it, all you do is add 1 tablespoon of water to 2 tablespoons of the powdered PB2 and mix until you have peanut-butter-consistency.  It really does taste just like peanut butter.  Even my husband liked it, and he's not afraid to say something tastes nasty when it's trying to be healthy.  He loved the taste and was even happier afterwards when I showed him the back of the bottle compared to our regular peanut butter bottle.  This is especially great for any baking recipes that call for peanut butter b/c we all know how difficult it can be to make those cookies and other sweet things ""healthy."""
258117,258118,B0002DHNXC,A1WSOZ7GJQI650,"Lee Bullock Glass ""leelee""",7,7,2,1272672000,not recommended,"WE loved this for our dog, at first. Unfortunately after a few uses, his abdomen became distended, he became flatulent (and very stanky, yes STANKY), and had loose stools. Not exactly something you want in a large dog. Peanut butter will be on our shopping list from now on; it's cheaper and works so much better."
442154,442155,B000VMDB7Q,A2R8PXT09FCUUY,"Keith C. Paul ""Mom of 3 kids""",2,2,5,1227312000,Delicious,These are so good!  And 1 Weight Watchers point/each.  Problem is eating just one.
440930,440931,B005VOONM6,A2DI7UGT3YX4Q9,"NyiNya ""NyiNya""",3,5,5,1334361600,Five Star Coffee but a One Star Pod,"I nevr tasted 100% Ethiopian Yirgacheffe before, so I wasn't sure what to expect. But this really surprised me. There was none. No taste. Just tan water.  When I put the packet into the pod brewer, what came out was not coffee. I couldn't believe it. Not from Marley Coffee & Tea One Love Organic Coffee. No way, mon.  I didn't name my dog Stanley Marley for nothing.  I'm a believer.  I took another pod, cut it open and poured the contents into a K-cup and gave the Keurig Brewer a try. What a difference.  The fragrance was enough to bring me to my knees.  The taste?  You know how coffee is supposed to taste but mostly doesn't?  That's how it tastes.  Rich, deep coffee notes, almost a smokiness, but not heavy...this is a lively brew.  There is a definite that makes you want to gulp the whole cup. But sip it...it's too good to gulp.<br /><br />After that first experiment, I opened 3 more pods and poured the contents into the Boodum.  Not the right grind, so I ended up with tons of grounds in the cup but the flavor? Even better.  That rich coffee taste with absolutely no bitterness, no sour aftertaste. I had the Keurig version black, and tasted the Boodum mug first with nothing, then with regular milk, and then poured a cup and added one scant tablespoon of condensed milk.  All of them were wonderful.  Of course I did not sleep for 3 days, but you have to make sacrifices for the sake of science.<br /><br />I wholeheartedly recommend the coffee, but not the carrier. Don't order the pods, order the whole bean or ground, loose coffee.  This is an excellent brew when it is released from Pod Prison. It has that beautiful deep, almost turkish coffee flavor going for it.  Black it revs you up, but with milk, cream or condensed milk, it is pure sipping pleasure.  This is Sunday morning, sit back, read the newspaper, put your feet up, life is wonderful coffee.  No fooling.<br /><br />And just for the record, one of the reviewers who gave this product a single star felt that it was bitter and too strong.  I don't know what sort of weak-kneed coffee set that standard, but if you are using the pod, there is no way this could be too strong.  The same reviewer also added ""flavored coffee creamer"" to the cup.  That stuff is just awful. The 'flavors' are crude and artificial and probably made from petroleum byproducts, recycled plastic bags and zoo waste.  Add real cream, no problem. Add flavors...real cinnamon, cardamom, a little red pepper even.  Nutmeg brings out the inner soul of most coffee, it's lovely. If it's a spice and smells like dessert, it will work.  You can melt a cube of dark chocolate in the microwave and stir it in. Even better, smoosh up a Peppermint Patty and pour the coffee over that. Chocolaty, pepperminty goodness that is like Christmas in a cup.  Flavor your coffee any way you like, but not the fake stuff.  But with this coffee, you don't need to monkey around.  It's that good. Just nix the pod."
342618,342619,B003ZUPVZQ,A2MSROHL4F0VNO,Allison J. Shown,1,1,4,1294012800,Om nom nom,"This spread is amazingly delicious.  I've been spreading it on crackers with goat cheese, and I think I'm addicted."
74783,74784,B0026RQTGE,A18KK6UY5352LQ,Marybeth Novoselsky,0,0,5,1340668800,Greenies,Shipped very fast.  Great product for your dog's teeth.  I have been giving my poodle greenies ofr years now and my vet said that her teeth are just as white and healthy as a 2 year old dogs.  She is 10 years old.
963,964,B000YT5DBS,ANMPK1PSQDQ2L,"Bob M. ""Bob""",1,2,2,1249171200,"These are good, but ...","These are good sunflower seeds at a good price if you prefer the unsalted variety, which can be hard to find.<br /><br />One thing to keep in mind though, is the expiration or ""best by"" date.  For example, if you order these in April and the batch you receive has a June ""use by"" date, it may be a stretch to consume the 300 bags before the seeds start going rancid on you.  Since they're roasted in oil and unsalted, these seeds may spoil more readily than the salted variety, even if refrigerated upon receipt.<br /><br />Amazon doesn't seem to specify ""use by"" dates for the food products they sell, so it's a gamble for the purchaser.  I'm assuming that Amazon won't ship stuff that has ""expired"", but they probably ship out the oldest stock first, and the ""use by"" date on the item may not be what you would select if you had a choice."
72201,72202,B000LKUAK4,ALDYWG0CPSYUF,"Marilyn Dalrymple ""MaLing""",0,0,3,1228953600,Not as good as other flavors. . .,". . But, it could just be my taste buds (or lack there of).  I like the Stonewall's Jerquee items very much, just not this particulare kind."
114985,114986,B00474F564,A2UCCAL8SXCP2J,ShadowTwo,1,1,3,1337817600,"5 for Frank, 1 for Amazon","There is nothing better for a pick-me-up than a Virgin Mary with V8 and Kraut juice.  little horseradish is also good for a bigger kick. My favorite is a 3-1 V8 to Frank's. I gave some friends a 5-1 without telling them, and they really enjoyed it. Salt the rim with celery salt.<br /><br />If you like a ""Cincinnati"" (beer and tomato juice), throw in a splash of Kraut juice.<br /><br />I have found it in one local chains store (Lowe's Food in Raleigh, NC) but that was it. Cost about $2.45. Then I learned I could get it from Walmart online for about $22/12 cans with a small shipping cost. So the total is about $2.20/can.<br /><br />And Amazon is selling for $3.33/can? Even with free shipping, this is high.<br /><br />Enjoy no matter what you pay."
52083,52084,B000Q06FH6,A13GHQ3A3JVA2N,Sarah,2,3,1,1331337600,"These are preserves, NOT jelly!","If you're like my mom and have an intestinal condition that is aggravated by hard rough food or SMALL HARD SEEDS, don't buy this. The product is tasty enough, but she can't eat it due to it being packed with zillions of hard, miniscule seeds!<br /><br />Did someone change the rules? Last I checked, Preserves = ground up fruit. Jelly = seedless, pulpless... JELLY!<br />Red Currant Jelly is easy enough to find in the store, and it doesn't have any seeds. Is making black currant jelly a crime against nature or something? I can't find it anywhere!<br /><br />Is there anyone out there who makes a seedless Black Currant jelly? Anyone? *cricket cricket*<br /><br />Poor mom. She was so disappointed.<br /><br />Both the people who make this and the people who sell this need to find the highest points in their houses and jump off them onto something sharp for labeling fruit preserves as jelly."
461482,461483,B000BEZVW2,A2NP09D9KS1EVN,"April Goldman ""April""",2,2,5,1312070400,By far the best no meat hot dog,For you meat lovers out there that want to try a vegan approach this is a good starter. I grew up vegan but as an adult I love burgers and a good steak. I still get a can of these every once in a while Just cause I love them on the grill and they are not as salty or as bad for you as a real hot dog. And you know whats in them unlike a real one....? What is in a real hot dog do you know?<br />I don't think I want to!
160672,160673,B001BOQ3SW,A28Q87PAMQEKUF,"Book Worm and canine ""guidingpaws""",9,9,5,1150588800,They Really Mean Improved!,"Wellness has taken an already great product and improved it even further. I initially tried introducing Wellness to my black lab in 2003 and found her to be intollerant of the Lamb formula. So i put her on another food all the while hoping the Wellness formula would change a tad so i could try her on it again. I transitioned her onto the new Wellness about two weeks ago and she is doing fantastic!! She has a lot of food allergies and sensativities, but we have found the new and improved Wellness to work wonderfully for her. The high quality ingredients really do make a world of a difference - especially for a working dog!"
109304,109305,B005HJH5K2,A1QO97SJX0BC3R,"Eddie Dennison ""Jrdenn""",1,1,2,1344384000,Not for me,"Wow! This really hurts me to do this, but I have to give this syrup the lowest review it has gotten yet. This was my first time ordering  Hidden Springs Vermont Maple Syrup, and I did so because the other brands weren't available in the 1 Half Gallon variety. I wanted to go with 1 Half Gallon this time because I go through the 32 oz. containers too quick and the Hidden Springs Maple Syrup also saved me money by buying it in bulk. Now to the bad part, I usually purchase either the Coombs Family Farms or Highland Sugarworks brands of maple syrup and I love their taste; it was a bitter disappointment when I first tasted the Hidden Springs Maple Syrup and realized I'd made a huge mistake.<br /><br />I do not cook with these syrups, I use them for one thing and one thing only -- pancakes, waffles, or French-Toast. The aforementioned brands I usually purchase are awesome on my breakfast products, but the Hidden Springs Maple Syrup had a very funny off-putting taste that made it impossible to enjoy my breakfast. Don't get me wrong, it isn't nasty, but in comparison to Coombs or Highlands it is terrible.<br /><br />Unfortunately, I feel like I wasted $36 on maple syrup, as I now have about 60 oz. of Hidden Springs Maple Syrup that I won't eat. Perhaps it'll make a good cooking syrup and I can find some good recipes calling for maple syrup. But in summation, if you're going to spend this much money on maple syrup, buy Coombs or Highlands, there's a reason they are the top purchased syrups on Amazon."
77172,77173,B000VK339O,A2MLCX03E2F2IW,"N. Champion ""munchkin-fever""",3,4,5,1250553600,STAY AWAY IF YOU KNOW WHAT'S GOOD FOR YOUR THIGHS!!!,"These are the best cheese puffs I have ever had, a sentiment shared by my coworkers and boss."
349427,349428,B005HF0300,A1P2NDLPPD1BPS,Magdanimus,0,0,5,1340150400,Super tasty!,"One of the best coffees I've ever had, great smell and taste, 100% recommended.<br />I'm a coffeholic, and this is the kind of coffee that I love"
182945,182946,B000DZH20S,A3I4PCBRENJNG2,L. Cain,3,3,3,1210291200,"Newman's Own Organics Prunes, 6-Ounce Bags (Pack of 12)",Not bad.<br />Have had better...<br />I did find these to be moist enough to rate it 3 stars...<br />Moistness in packaged prunes is a priority to me.<br />Nice an sweet. About average size whole dried plums.<br />Must refrigerate after opening which it tells you on the package.<br />I think I got a fair price for what I got.
68732,68733,B007Q3ZJ8W,A2N2D09UPJJ6ZE,L. Parsons,0,0,5,1344384000,K-cups of Ice Tea Samplers,What a joy to have iced tea in just a couple minutes.  The flavors are wonderful and so good in this hot weather.<br />I recommend this sampler to anyway that loves tea.
254931,254932,B000GJOROU,A37ZOQ55CRB08O,Marian the Librarian,0,0,5,1175904000,Divine treat,"Buy the largest size you can afford--this is a wonderful cake! I serve this on major holidays with whipped cream. My family & friends moan with pleasure and lick their fingers. It's a lot easier than making your own and it tastes, well, rummier, than the ones I have baked. Don't hesitate to try one. Yum!"
36147,36148,B000FBQ594,A36MABZF1TJ3NM,Patrice C. Jackson,0,0,4,1212537600,"my favorite cookie, but what's with the price?","I don't usually care for sweets, but I really enjoy this cookie, especially the chocolate filling version.  The wafers aren't overly sweet and have a filling like Nutella.  What I don't understand is the price.  These are available in my local grocery store for $1.19 per package.  Same size, same brand.  And please don't think that I must live in some metropolis of cool where all foodstuffs are available at all times.  I live in West Virginia.  And I don't even have to go to a specialty store for these.  They're in the regular supermarket in one of the most backwards states in the nation.  If I thought Amazon wouldn't kick me out, I'd offer to start my own Hits shipping business.  But of course Amazon would kick me out, so I won't.  I'm an avid Amazon shopper, but this is just silly."
292845,292846,B001E5DXH2,A3LSRCYWY2GD7D,Fausta,2,2,5,1295913600,Love this stuff!,"I had this ages ago from a coffee shop, it was my drink of choice. I have tried the chai from other companies, and the taste just isn't there, and the price was high. To my delight, I found this 2-pack and snapped it up- I have gone through six cans now and have more on the way. It's a great drink for a cold evening, because it has no caffiene and is deliciously sweet. I like to make mine with milk, it makes it creamier and tastes like heaven. Buy some!"
232441,232442,B0000CFN0Y,A4UWNRY0WWECK,AmandaR,0,0,5,1351036800,"Best readily available food coloring, great assortment","Yes, they are totally artificial. But for special events like birthdays, I honestly feel that its okay to use them, and nothing colors frosting like gel food coloring. I used to buy the single larger colors, but Id end up having them for years, and they do get funky tasting. Im so happy to have found this assortment. It has every color a person could need, including dark and light skin tones. And you can blend them to make even more shades if you desire.<br /><br />Each color comes in a smaller size than when you buy them individually, which is great for me because I only use them 4-5 times a year."
286912,286913,B004EDZ83S,A3GDYVCSYEW1SN,Blazing Tartan,0,0,4,1347840000,Bit stronger than the wife likes.,"We normally get Deidrich's French Roast but it is no longer carried in ""Subscribe and Save"" so I thought a good alternative would be Tully's French Roast.  It's a wee bit stronger than the wife would ideally like, but it's O.K.  Personally, I like it!  (My real favourite is Tully's Italian Roast.)"
90845,90846,B001I4H7JY,A2TPH171QFO6ZH,Jane,0,0,2,1326585600,So that's why they call it Holy Basil!,"I've been adding Tulsi Tea to my diet.  I love the peppermint flavor and drink it daily along with my other great teas.<br /><br />I didn't really care for the flavor of this honey chamomile tea.  I don't think it was the honey flavor that was bothersome- actually the Tulsi just seemed at odds with the chamomile.  It actually tastes a bit like basil, which I hadn't experienced with the peppermint, I guess because the tastes meshed so well together.  In this cup, I actually felt like I was drinking Basil-Chamomile tea.<br /><br />I can say I've never tasted the anise flavor that people find prevalent in Tulsi teas."
365255,365256,B001SITWC0,A2A5RQRIUHGVOM,D.D.Dear,0,6,5,1293926400,Jack Links is the best!,"Jack Links is really good one of the bests and its actually real meat haha,I dont have to pay for it I get it for free because my dads company sells it and he gets free stuff from them all the time but if I didnt get it for free I would pay full price for it!"
388250,388251,B007RTR8UC,A73N4TGUPZV7V,Obsidian Blue,0,0,5,1339286400,Great conditioner!,"Have been using this conditioner and the <a href=""http://www.amazon.com/gp/product/B007RTR898"">CLEAR SCALP & HAIR BEAUTY Total Care Nourishing Shampoo, 12.9 Fluid Ounce</a> for the past week.<br /><br />I have already noticed my hair does not seem as brittle as it did before.  Since using both products my hair is bouncier and shiny.<br /><br />I do want to say when I received this in the mail due to the opening being at the bottom half of the product had come out of the bottle and had gotten all over the packing. Just something to be aware of for people who have this shipped to your homes."
358650,358651,B003CIBPN8,A3EJZZ8HPFCTSK,cmt018,0,0,5,1347926400,Wonderful,This pure coconut water is my favorite and to be able to get it delivered to the door is awesome. The bottle size is perfect - just enough for refreshment with no waste. The drink chills quickly in the refridgerator and tastes great.
241639,241640,B0081XPTBS,AOTDIQ7F3HRGZ,brown bag mama,0,0,4,1323907200,"mostly good, wondering about DHA","My milk production is low so I supplement. Glad to have an organic option, but I wonder about the source of the DHA & ARA - it does not seem like a very organic process. However there are not a lot of choices, so this seems the best out there. Plus baby seems to like it and tolerates it well.<br />Lately I'm having a harder time getting the product to dissolve when I mix it up in the bottle. Not sure if this is due to weather changes? It seemed to dissolve better in the summer."
213246,213247,B007RTR898,A4ZXOGS72WHK3,Gina Salamone,14,20,1,1337385600,Bad ingredients=bad shampoo,"I thought this shampoo might be answering the call for a mild shampoo with vitmins for the masses, but it's just a LIE.  A shampoo is suppose to mildly clean the hair and this one contains harsh detergents (SLS).  I don't even use SLS on my hands.  It's also heavily loaded with silcones, which laminates hair and weighs it down, so you need a shampoo to get it out.  You might want one conditioner or straightening product with cones, but not your shampoo.  Also, it contains other ingredients that causes allergic reactions, and does nothing for hair, (Bismuth Oxychloride).  Why would you want to stick Bismuth in a shampoo?  In short, steer clear of these products."
556949,556950,B000H0ZJHW,A383XURHVF8ON6,Mrs. Kilo Delta,0,0,5,1214006400,My sheltie love these treats,"My 30 lb shetland sheepdog is picky.  She's fed a high-quality food, and she only gets the best treats.  No ""doggie junk food"" to be had in our household, no corn, no by-products, no treats pressed and colored to look like mini T-bone steaks (unfortunately, I don't eat as well as she does.... Doritos can pass as a meal for me).  She's been known to spit out treats that didn't meet her standards.<br /><br />Not so with these Zuke's Mini Naturals.  These really get her attention, and they were vital in training her to go potty as soon as I let her out into the backyard, to let me brush her teeth, and to walk nicely on a leash (nothing on our walks is more interesting than Mama or Daddy in possession of Zuke's Minis).  My little sheltie comes running at the crinkle of the bag.<br /><br />She loves all three flavors: Peanut Butter, Salmon, & Chicken.  It's amazing to find a product like this, where the flavor of the treat, peanut butter, comes from peanut butter being the first ingredient on the ingredient list.  The texture is soft, not crunchy, and they don't fall apart in your pocket, nor are they greasy.<br /><br />I don't find them stinky.  Yes, they're stinky if you stick your nose into the bag, but otherwise, they're not stinky (of course, I'm comparing these to other treats, like dried beef lung... whoo, stinky!  Dried beef lung stinks up the entire room until she consumes it all).<br /><br />These Zuke's Mini Natural treats are the best, I'll continue to buy them again and again.<br /><br />UPDATE: Apparently the ingredients have changed for the PB flavor... the 1st two ingredients are now ground barley and rice, with actual PB coming in as the 3rd ingredient.  My sheltie still loves 'em though!"
337352,337353,B001RJ91XA,A3H323B1L8PR27,DENISE FURBERT,0,0,4,1329177600,Emerald Harmony,"Very fresh and tasty.  I can no longer find these at Wal Mart, glad that they are stocked here at Amazon.com"
232322,232323,B002GCYCHW,A2GG1T22BIQ3JL,T-Man,0,0,5,1350604800,Amazing Olive Oil,This is the same olive oil we picked up last summer while in Italy. It is amazing. I never knew stand alone olive oil could have so much flavor. I searched all over for something similar but nothing matched the quality. We were ecstatic that it was just as good as the product in the Old Country.
158335,158336,B001L09CZ2,A2F5UH19QJDIDY,Sunshine,0,0,5,1329523200,Mmmmmm.....,"I tried this tea in the mall at the Teavana store and it is AMAZING! And that's coming from someone who doesn't normally like tea. I loved it so much I had to buy it, I don't regret buying it in the slightest. It's delicious!"
549394,549395,B004728MI4,ACJW2YSBG2HA1,i am me,0,0,4,1336694400,These chips are awesome if not best but....,I think these chips are awesome if not the best along with Poor Brothers Salt and Vinager chips. But if you buy these Spicy Thai chips in a smaller bag it might have too much of the flavor (at the bottom of the bag) in it then the larger bag at least that was my experience last time I bought these off amazon but that was like in 2010. So I would suggest trying Spicy Thai in a bag bigger then 5 ounces.
72475,72476,B004I94NGG,AB29JTBIUJQFL,"MammaJamma ""MammaJamma""",2,2,4,1326931200,Great snack for kids... and adults,"I bought these for our toddler kids' snack.  They love them as do their friends.  The ""fries"" are a good chip option.  I snack on them sometimes too.  Pretty good!"
76031,76032,B001EO6GSG,A2940E7Y50RE3E,Malakai,0,0,5,1335052800,Loves it!,So far Lola (my dog) absolutely LOVES these...anything with peanut butter is great so naturally these she loves...using them to teach her new tricks by breaking them into 4 squares.
150651,150652,B009HINS9Q,ATNQNZEHWMR9U,Kokopelli,0,0,3,1337385600,Note: Rating both coffee and seller,"This coffee is good but, for me, it's nothing special. I will buy it again because it's a nice, mellow blend, and my favorite daily coffee, Nabob, must now be shipped from Canada. However, on my first order to the Canadian company, it's taking a long time to be delivered (still haven't gotten it).<br /><br />The reason for only three stars is not about the quality of the coffee but the fact that the description of the product does not mention the fact that this ""Kona coffee"" is actually only 15% Kona. If you look very carefully at the photo of the disc, you can see that information, and there's a legal disclaimer saying that the product may not match exactly with the description. So it's my fault for not reading more carefully, but I was happy to see what I thought was 100% Kona and wasn't careful. I've bought the 15% Kona before in a local store and did know that there was such a product in the Tassimo discs, but I just read the product title and ordered.<br /><br />As I said, the coffee tastes good, the amount of coffee is the usual amount, neither the small cups of some European coffees or the extra large size, and I would recommend the coffee. Just be aware that this is blended coffee with only 15% Kona. And don't expect it to come in a flash, as it did when Amazon Prime delivered it."
142014,142015,B003GTR8IO,AVFJ327UXPXLF,"Jerry Helsing ""jlhelsing""",1,2,2,1295222400,Worst Vanilla coffee I have ever had,"There were a number of things I did not like about this coffee.  First, while most coffee is packaged in 12 oz to 1lb bags, this one is only 11 oz.  That may not seem like much but to pay thier price and get an ounce less than their standard product, seems like a price increase to me.  Next was the actual coffee flavor.  I tried making this coffee a number of different ways to make it taste good.  And every time it just didn't work.  Now, trying to be fair, I like a lighter roast which Starbucks is not known for.  So for those of you who like a darker roast, you may like this just fine.  The last problem I had was the vanilla flavor.  It was extremely overpowering. Just for the record, my wife, who only drinks flavored coffee, did not like this one either."
505465,505466,B000MXJR54,AQHLSC26PM6G2,kay,0,0,5,1306195200,good,"I believe it's good for my child. Though he does not like it very much, he still accept it. However I believe oat is a kind of good food."
85275,85276,B006ACQY3E,A2DDP3ETGEUYQO,L. S. Cagle,3,3,5,1337385600,Excellent Flavor,This is the first time I have used land mined salt.  I usually use salt from various sea sources.  After reading several reviews here on Amazon I decided to try this salt.  I was very pleasantly surprised the first time I tasted the salt. The flavor was fresh and subtle.  Not like the salt you usually buy in the grocery stores. Plus it has a lot of trace minerals your body needs.  I highly recommend this salt.
430955,430956,B001EO5YR0,ACEQ6P69WEE7G,Elizabeth Ball,1,1,5,1299456000,Dale's Steak Seasoning,"I absolutely love this product! I always use it in my beef jerky, and it adds a wonderful taste. A little bit really goes a long way!"
16246,16247,B007TJGZ54,A3U98ABYEK4E7F,"K. Mihara ""geekzer""",0,0,5,1338940800,Green Mountain K-cup,Green Mountain Coffee Breakfast Blend is good product at a good price!<br />I am very satisfied with the level of service provided.
11364,11365,B003HI2ZFU,AYGJ96W5KQMUJ,SJP,0,0,2,1323043200,The product itself is great - but not packaged this way,"I love this sugar.  I've been using it, packaged in envelopes, for a year or two for everything.  Gives a great homemade taste to cookies.  And packaged in envelopes - see <a href=""http://www.amazon.com/gp/product/B000LKZK7C"">Sugar in the Raw Raw Sugar, 24-Ounce Bags (Pack of 12)</a> - it's wonderful stuff.<br /><br />But not in this packaging.  If you don't use the whole 12 pounds right away, the boxes of sugar turn hard as a rock.  Have to microwave them, pound them with a hammer, and then pour the sugar into a plastic envelope with a sugar bear - e.g., <a href=""http://www.amazon.com/gp/product/B002UKOWFC"">JBK Bear Terra Cotta Brown Sugar Saver</a> - to make it possible to use it.  Definitely not worth it.  Buy it packaged in bags or not at all."
53231,53232,B002CZI0EY,A22NG53TPWNJGI,LBY,0,0,5,1314230400,Great Product,Our local pet store stopped carrying these and so we were excited to find them online.  Our Dog eats the same brand of food and it keeps her healthy and at a good weight.
29365,29366,B000PDY3P0,A20MIA9LW4M36I,"Margaret Malto ""anytime-shopping""",0,0,5,1330300800,"Great taste, convenient, coming back!!","Delicious Taste & so.......Convenient!  I bought the 6 oz. popcorn packets,  just to ""try it""  on my new popcorn machine.  Little did I know I would get hooked on the delicious movie theater taste, with none of the fat issues of other brands!  There are a fair amount of unpopped kernels, but the volume and extraordinary flavor, allows the user to overlook that!  If you are a diehard popcorn lover who goes to the movies for the popcorn, you'll never have to leave home again!"
289990,289991,B000WNGPD6,A6E9IIKU5KPUY,TBR,9,9,2,1283731200,Not enjoyable,"I have used sugar-free Da Vinci syrups in coffee, protein shakes, and cheesecakes without much of a problem, but for some reason the Sugar-Free Pumpkin Pie Syrup had a horrible aftertaste. Very Splenda-y. The pumpkin pie flavor didn't really shine through, either. I could sort of tastes the spices, but they weren't very rich or appetizing. If you want to make pumpkin pie coffee, use a Da Vinci sugar-free syrup of another flavor, like plain, vanilla, French vanilla, hazelnut, etc., and then add a teaspoon of pumpkin pie spice (usually sold at grocery stores all year round), as well as a splash of heavy cream. I make a no-sugar-added pumpkin pie-inspired cheesecake with pumpkin puree and pumpkin pie spice only and the taste is much more reminiscent of a real pumpkin pie than this syrup."
169033,169034,B000EDGBDI,AGISL6QQMNS72,Laura Durham,0,0,5,1243123200,If your willing & able to pay the price...,"My 2 year old can't get enough of these.  Anytime we have a playdate, the other child also devours them.  Pricey, but worth it if you're looking for a healthy snack- especially for picky eaters."
17147,17148,B003VVL8NS,AYC3Y4QX7GATV,"Bob Dog ""My Thoughts""",10,10,5,1286323200,Delightful Revival of an Old Favorite (if wrapper is all wrong),"I definitely remember buying Turkish Taffy in all four flavors (Vanilla, Bananna, Chocolate, and yes, Strawberry) for $0.05 at our local drugstore when I was a wee lad. I took a bit of a haitus because I became an adult (sort of), and because the Bonomos stopped making it. But I never forgot the wonderful flavors and consistency of the taffy; my favorite was the bananna.<br /><br />So imagine my surprise when I saw Turkish Taffy for sale at our local County Fair last week! It was for sale for $1.59 almost 32X more expensive than it was thirty five years ago. But the flavor is right on (bananna and vanilla), and the consistency is excellent. I was able to break it up into nice pieces at room temperature with a few well placed whacks! The secret is to hit it several times at different places along the length of the bar against a hard, rounded or ""blunt"" object, such as the edge of a curb or a stair railing. Don't smack it against a flat surface. I was willing to overlook the incredible inflated price (Note; its cheaper here on Amazon - $1/bar if you get a 24-count box) and I enjoyed several bars.<br /><br />The only thing spoiling a very nice effort by the folks currently distributing the product is that the wrapper is all wrong. Either they didn't bother to do their reserach, or more likley, they are hoping we will overlook what is probably a large cost savings and manufacturing efficiency. Today's product is wrapped in a plastic sleeve that has a seam running down the back and is sealed on both ends. As millions of people my age know, this kind of wrapper makes it very difficult to get at the chunks, particularly the small ones, that you have just created inside the covering.<br /><br />The old wrapper was foil with the color matching the flavor on the outside (yellow for bananna, etc.), and silver metallic color on the inside. The metallic wrapper could be gently unfolded first on the ends, and then along the middle to expose 100% of the marvelous, freshly broken taffy...and then folded back up and stuffed into your pocket!! Very important for those quick getaways on your bike. (That might have had a bananna seat...)<br /><br />EXPLANATION OF STARS AWARDED:<br />**** for the effort to reintroduce Turkish Taffy + * for nice flavor - * for lousy wrapper + * for outstanding breakability = ***** Basically, the product quality trumps the lousy wrapper in my opinion, although I discovered its not a good idea to stuff a half-eaten bar wrapped in cheap plastic into your suitcoat pocket. So if you're listening Bonomo People, please bring back the foil wrapper. With the 20X price increase (based on Amazon's price for a box), there's got to be a little profit margin in there for the original, authentic foil. Really."
